155	578	1
310	329	1
503	422	1
316	301	1
43	88	1
563	417	1
404	275	1
363	486	1
362	59	1
338	544	1
575	230	1
386	479	1
32	160	1
542	130	1
112	29	1
268	94	1
174	264	1
538	176	1
18	214	1
150	541	1
150	400	1
457	112	1
271	512	1
136	472	1
9	109	1
171	439	1
88	276	1
404	123	1
426	288	1
458	545	1
345	478	1
458	157	1
105	523	1
555	487	1
548	402	1
310	473	1
140	283	1
529	83	1
397	446	1
386	229	1
452	255	1
10	516	1
19	446	1
117	52	1
196	443	1
226	411	1
186	243	1
18	276	1
6	190	1
330	331	1
344	152	1
313	20	1
18	349	1
345	227	1
220	306	1
144	154	1
140	282	1
289	85	1
577	139	1
136	298	1
537	552	1
491	430	1
521	84	1
561	357	1
503	455	1
472	112	1
140	328	1
401	201	1
368	570	1
203	243	1
568	90	1
575	187	1
392	18	1
141	13	1
509	378	1
92	244	1
196	60	1
9	366	1
396	155	1
18	537	1
365	558	1
80	272	1
265	357	1
206	401	1
289	78	1
274	334	1
511	514	1
319	239	1
435	327	1
481	63	1
45	326	1
62	394	1
472	445	1
226	273	1
9	344	1
386	490	1
404	126	1
171	87	1
227	74	1
171	161	1
186	536	1
289	64	1
536	502	1
530	107	1
62	36	1
469	508	1
386	103	1
538	99	1
522	384	1
530	557	1
45	294	1
511	138	1
137	120	1
112	571	1
80	169	1
387	356	1
548	549	1
133	375	1
124	408	1
289	496	1
472	464	1
419	52	1
499	234	1
274	75	1
107	29	1
61	460	1
77	252	1
350	94	1
242	36	1
274	236	1
20	234	1
97	197	1
555	521	1
397	359	1
18	201	1
488	425	1
113	136	1
125	6	1
559	303	1
220	223	1
503	196	1
18	76	1
286	494	1
205	570	1
194	337	1
9	246	1
55	134	1
155	309	1
500	357	1
340	153	1
482	512	1
85	162	1
292	216	1
548	321	1
105	296	1
310	95	1
20	573	1
548	310	1
137	289	1
17	165	1
530	386	1
251	210	1
360	308	1
482	484	1
45	399	1
438	67	1
346	110	1
45	213	1
410	18	1
171	314	1
488	560	1
530	183	1
289	346	1
45	443	1
346	268	1
233	459	1
568	335	1
341	160	1
10	389	1
363	505	1
45	279	1
120	442	1
5	546	1
263	494	1
319	463	1
559	235	1
20	91	1
509	515	1
488	556	1
131	63	1
568	109	1
404	260	1
289	10	1
226	414	1
568	355	1
322	238	1
186	40	1
470	240	1
396	419	1
62	242	1
503	41	1
350	268	1
457	338	1
203	536	1
499	62	1
404	86	1
491	87	1
346	108	1
203	320	1
404	181	1
548	150	1
310	127	1
457	147	1
429	208	1
511	121	1
568	48	1
171	566	1
128	300	1
128	372	1
166	356	1
171	149	1
233	317	1
567	115	1
220	127	1
377	211	1
226	12	1
256	198	1
105	444	1
200	374	1
33	279	1
555	274	1
538	173	1
42	69	1
444	208	1
105	299	1
186	474	1
274	297	1
345	159	1
404	492	1
81	300	1
268	480	1
323	305	1
228	302	1
105	119	1
310	379	1
499	80	1
73	203	1
83	550	1
61	63	1
312	90	1
457	547	1
503	135	1
401	56	1
271	381	1
301	146	1
319	425	1
110	558	1
117	155	1
274	347	1
32	425	1
227	562	1
323	167	1
256	417	1
61	43	1
274	506	1
393	203	1
346	559	1
62	284	1
148	164	1
54	569	1
61	232	1
458	551	1
448	175	1
457	185	1
457	370	1
157	143	1
346	290	1
511	252	1
393	186	1
117	419	1
529	403	1
105	189	1
203	129	1
401	194	1
125	75	1
140	118	1
171	82	1
299	510	1
365	303	1
220	15	1
496	369	1
45	384	1
289	111	1
289	295	1
488	8	1
141	575	1
203	325	1
310	241	1
80	234	1
280	59	1
289	465	1
475	353	1
568	312	1
71	319	1
105	193	1
530	315	1
196	498	1
112	388	1
511	285	1
489	199	1
125	7	1
346	78	1
227	407	1
447	51	1
20	546	1
482	141	1
91	327	1
48	188	1
18	553	1
203	245	1
42	54	1
206	92	1
458	406	1
557	29	1
571	29	1
557	571	1
360	212	1
345	72	1
10	509	1
289	120	1
18	332	1
392	76	1
452	158	1
271	334	1
196	205	1
503	163	1
511	178	1
444	100	1
513	265	1
319	160	1
457	391	1
290	434	1
81	84	1
511	504	1
419	578	1
206	349	1
530	287	1
345	383	1
567	444	1
382	53	1
140	309	1
250	44	1
125	72	1
488	277	1
289	24	1
499	545	1
437	265	1
265	500	1
491	15	1
128	2	1
271	427	1
555	271	1
88	537	1
310	519	1
511	380	1
289	316	1
365	54	1
489	546	1
482	577	1
559	480	1
535	302	1
62	151	1
271	204	1
530	269	1
45	485	1
529	498	1
37	411	1
196	485	1
391	338	1
396	140	1
469	254	1
10	527	1
232	507	1
186	129	1
25	120	1
206	18	1
0	132	1
257	79	1
220	241	1
45	450	1
561	500	1
140	3	1
511	454	1
18	415	1
511	444	1
105	32	1
155	282	1
401	18	1
496	122	1
529	205	1
62	524	1
105	178	1
140	101	1
511	277	1
530	311	1
62	156	1
452	66	1
186	325	1
65	554	1
277	549	1
457	233	1
448	222	1
323	416	1
299	565	1
136	14	1
3	34	1
171	220	1
190	398	1
346	316	1
186	475	1
511	421	1
203	474	1
503	45	1
488	39	1
349	405	1
203	180	1
559	106	1
530	30	1
71	310	1
113	530	1
273	393	1
128	466	1
141	441	1
133	89	1
382	568	1
228	331	1
125	216	1
71	567	1
62	451	1
191	531	1
488	351	1
482	345	1
186	26	1
105	138	1
564	385	1
476	380	1
409	227	1
491	541	1
136	98	1
105	96	1
45	278	1
386	221	1
61	507	1
217	531	1
319	21	1
511	402	1
136	544	1
535	396	1
113	333	1
45	182	1
491	223	1
488	223	1
157	284	1
196	247	1
265	235	1
140	259	1
6	38	1
404	440	1
105	82	1
522	133	1
324	49	1
428	293	1
576	197	1
140	483	1
386	27	1
192	459	1
457	19	1
548	257	1
203	26	1
137	346	1
472	557	1
77	454	1
404	452	1
105	367	1
140	578	1
345	409	1
530	179	1
61	481	1
341	425	1
444	517	1
491	413	1
271	345	1
310	87	1
140	93	1
310	161	1
457	477	1
419	282	1
530	112	1
511	339	1
386	170	1
226	73	1
186	200	1
564	371	1
190	267	1
